run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpDev.UnempRate,Inflation.UnempRate
274,-1860302828,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.01,1,0.04,-0.36
211,-1860291797,0.1,0.1,0.5,0.1,6,0.1,1,0.4,0.01,1.5,0.07,-0.44
233,-1860287343,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.07,0.5,0.07,0.11
276,-1860288306,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.01,2,0.03,0.21
278,-1860294311,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,1,0.05,-0.09
279,-1860292075,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,1.5,0.05,0.07
280,-1860290682,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,2,0.07,-0.15
217,-1860273980,0.1,0.1,0.5,0.1,6,0.1,1,0.4,0.07,0.5,0.09,0.03
239,-1860273405,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.1,1.5,0.04,0.05
282,-1860274558,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,1,0.04,0.15
284,-1860279237,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,2,0.07,-0.04
285,-1860278937,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,0.5,0.05,-0.34
286,-1860278512,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,1,0.04,-0.27
223,-1860257977,0.1,0.1,0.5,0.1,6,0.1,1,0.4,0.1,1.5,0.05,0.25
245,-1860256899,0.1,0.1,0.5,0.1,6,0.1,1,1,0.04,0.5,0.06,-0.42
288,-1860259965,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,2,0.03,-0.47
290,-1860265038,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,1,0.05,-0.28
291,-1860266054,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,1.5,0.06,0.29
292,-1860265562,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,2,0.04,-0.04
229,-1860242493,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.04,0.5,0.03,-0.39
251,-1860240330,0.1,0.1,0.5,0.1,6,0.1,1,1,0.07,1.5,0.05,-0.4
294,-1860247510,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,1,0.07,-0.18
296,-1860250153,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,2,0.03,-0.42
297,-1860253021,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,0.5,0.03,-0.04
298,-1860252972,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,1,0.05,0.34
235,-1860224988,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.07,1.5,0.04,-0.34
257,-1860224676,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.01,0.5,0.04,-0.4
300,-1860234233,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,2,0.05,-0.61
302,-1860236720,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1,0.04,-0.4
303,-1860239451,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1.5,0.06,0.17
304,-1860240387,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,2,0.04,-0.37
241,-1860206787,0.1,0.1,0.5,0.1,6,0.1,1,1,0.01,0.5,0.04,-0.38
263,-1860207791,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.04,1.5,0.04,-0.42
306,-1860221556,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1,0.03,-0.41
308,-1860221824,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,2,0.04,-0.37
309,-1860225739,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,0.5,0.06,-0.38
310,-1860227496,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1,0.05,-0.42
247,-1860188833,0.1,0.1,0.5,0.1,6,0.1,1,1,0.04,1.5,0.03,0.14
269,-1860189885,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,0.5,0.05,-0.43
312,-1860208160,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,2,0.05,0.33
314,-1860208505,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1,0.06,0.29
315,-1860212322,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1.5,0.06,-0.55
316,-1860213801,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,2,0.06,0.19
253,-1860170008,0.1,0.1,0.5,0.1,6,0.1,1,1,0.1,0.5,0.03,-0.34
275,-1860172621,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.01,1.5,0.03,-0.33
318,-1860195614,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1,0.04,0.23
320,-1860193542,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,2,0.05,-0.28
321,-1860199684,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,0.5,0.04,0.11
322,-1860200434,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1,0.02,-0.08
259,-1860154965,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.01,1.5,0.06,0.23
281,-1860156653,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,0.5,0.04,-0.23
324,-1860182460,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,2,0.04,0.07
326,-1860179400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1,0.05,-0.23
327,-1860185947,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1.5,0.04,-0.41
328,-1860187349,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,2,0.06,-0.39
265,-1860137182,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.07,0.5,0.04,0.27
287,-1860140222,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,1.5,0.05,0.32
330,-1860169863,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1,0.06,-0.18
332,-1860166350,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,2,0.08,-0.34
333,-1860169308,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,0.5,0.05,-0.36
334,-1860171916,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1,0.04,-0.31
271,-1860118978,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,1.5,0.06,0.32
293,-1860125225,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,0.5,0.03,0.08
336,-1860156526,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,2,0.05,-0.25
338,-1860154437,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1,0.14,0.19
339,-1860156248,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1.5,0.05,-0.14
340,-1860157957,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,2,0.05,-0.43
277,-1860103807,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,0.5,0.03,0.09
299,-1860106528,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,1.5,0.06,0.3
342,-1860142902,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1,0.05,-0.43
344,-1860142400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,2,0.05,-0.12
345,-1860142830,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,0.5,0.05,0.16
346,-1860144013,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1,0.04,-0.06
283,-1860087075,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,1.5,0.06,-0.39
305,-1860091235,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,0.5,0.03,0.15
348,-1860131423,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,2,0.04,0.27
350,-1860130073,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1,0.07,-0.2
351,-1860129335,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1.5,0.02,-0.23
352,-1860130316,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,2,0.05,-0.45
289,-1860070051,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,0.5,0.04,0.2
311,-1860075333,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1.5,0.04,-0.38
354,-1860118040,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1,0.06,-0.01
356,-1860116814,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,2,0.05,0.32
357,-1860116133,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,0.5,0.06,-0.43
358,-1860116647,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1,0.07,0.05
295,-1860049022,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,1.5,0.06,-0.38
317,-1860061010,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,0.5,0.04,-0.09
360,-1860106310,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,2,0.04,-0.34
362,-1860103191,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1,0.05,-0.41
363,-1860103403,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1.5,0.04,0.11
364,-1860103713,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,2,0.05,0.57
301,-1860032796,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,0.5,0.02,-0.35
323,-1860042528,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1.5,0.05,0.27
366,-1860092700,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1,0.03,-0.39
368,-1860088856,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,2,0.04,-0.43
369,-1860090679,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,0.5,0.13,0.1
370,-1860090823,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1,0.04,-0.4
307,-1860016854,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1.5,0.06,-0.24
329,-1860024640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,0.5,0.06,0.11
372,-1860078302,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,2,0.04,0.18
374,-1860075297,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1,0.03,-0.17
375,-1860078587,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1.5,0.05,0.17
376,-1860078463,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,2,0.06,-0.28
313,-1859998605,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,0.5,0.03,-0.38
335,-1860007689,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1.5,0.05,0.29
378,-1860064205,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1,0.05,0.36
380,-1860062599,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,2,0.03,0.07
381,-1860065439,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,0.5,0.05,0.08
382,-1860065281,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1,0.04,-0.43
319,-1859980929,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1.5,0.07,-0.41
341,-1859994021,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,0.5,0.05,0.01
384,-1860046434,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,2,0.03,-0.16
386,-1860048277,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1,0.03,0.01
387,-1860050348,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1.5,0.07,0.1
388,-1860050040,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,2,0.05,-0.41
325,-1859963458,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,0.5,0.1,0.01
347,-1859978019,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1.5,0.04,-0.52
390,-1860032816,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1,0.04,-0.31
392,-1860033951,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,2,0.05,0.25
393,-1860037303,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,0.5,0.05,-0.03
394,-1860037400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1,0.03,-0.46
331,-1859946324,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1.5,0.08,0.41
353,-1859962843,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,0.5,0.05,-0.38
396,-1860019261,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,2,0.04,0.17
398,-1860022434,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1,0.04,0.11
399,-1860023978,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1.5,0.08,0.51
400,-1860027400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,2,0.06,-0.41
337,-1859928292,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,0.5,0.17,0.01
359,-1859944525,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1.5,0.04,0.06
402,-1860005628,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1,0.09,-0.4
404,-1860009731,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,2,0.14,-0.38
405,-1860011634,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,0.5,0.09,-0.04
406,-1860015414,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1,0.04,0.11
343,-1859913065,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1.5,0.04,0.12
365,-1859927331,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,0.5,0.05,0.43
408,-1859993176,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,2,0.04,0.25
410,-1859996360,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1,0.05,-0.19
411,-1859996681,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1.5,0.06,-0.22
412,-1860000230,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,2,0.05,0.38
349,-1859896259,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,0.5,0.03,-0.13
371,-1859912381,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1.5,0.06,-0.21
414,-1859980514,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1,0.06,-0.19
416,-1859982528,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,2,0.06,-0.38
417,-1859984693,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,0.5,0.15,0.37
418,-1859987427,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1,0.06,-0.33
355,-1859878670,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1.5,0.08,0.25
377,-1859896932,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,0.5,0.03,0.13
420,-1859966293,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,2,0.05,0.24
422,-1859970476,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1,0.03,-0.38
423,-1859972146,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1.5,0.07,0.19
424,-1859975653,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,2,0.06,-0.19
361,-1859863665,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,0.5,0.06,0.2
383,-1859884011,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1.5,0.05,0.33
426,-1859951515,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1,0.04,-0.32
428,-1859955449,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,2,0.04,0.3
429,-1859960920,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,0.5,0.03,0.22
430,-1859963241,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1,0.06,-0.01
367,-1859843640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1.5,0.06,0.24
389,-1859864884,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,0.5,0.05,0.2
432,-1859938494,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,2,0.06,0.22
434,-1859942834,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1,0.06,-0.42
435,-1859947360,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1.5,0.06,0
436,-1859949410,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,2,0.07,-0.19
373,-1859825877,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,0.5,0.07,-0.37
395,-1859849586,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1.5,0.06,0.12
438,-1859925083,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1,0.06,0.23
440,-1859930436,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,2,0.04,-0.35
441,-1859934019,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,0.5,0.05,-0.03
442,-1859937941,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1,0.05,0.2
379,-1859808255,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1.5,0.04,-0.39
401,-1859833631,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,0.5,0.17,0.43
444,-1859911807,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,2,0.06,-0.31
446,-1859917284,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1,0.04,-0.39
447,-1859919958,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1.5,0.06,0.14
448,-1859924433,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,2,0.04,0.15
385,-1859791298,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,0.5,0.08,-0.41
407,-1859817417,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1.5,0.06,-0.34
450,-1859897042,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1,0.05,0.04
452,-1859903770,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,2,0.04,-0.26
453,-1859907156,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,0.5,0.11,0.09
454,-1859912654,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1,0.08,-0.39
391,-1859773486,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1.5,0.08,-0.37
413,-1859802757,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,0.5,0.03,-0.44
456,-1859885045,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,2,0.08,-0.45
458,-1859891219,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1,0.08,0.13
459,-1859893471,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1.5,0.06,0.42
460,-1859899043,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,2,0.06,0.23
397,-1859755878,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,0.5,0.03,0.14
419,-1859787633,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1.5,0.07,-0.37
462,-1859871880,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1,0.04,0.16
464,-1859878833,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,2,0.05,-0.26
465,-1859879850,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,0.5,0.1,0.06
466,-1859885106,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1,0.07,0.29
403,-1859738304,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1.5,0.05,-0.41
425,-1859770950,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,0.5,0.06,-0.37
468,-1859861005,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,2,0.04,-0.26
470,-1859864253,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1,0.05,-0.42
471,-1859864471,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1.5,0.04,0.18
472,-1859873164,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,2,0.06,-0.38
409,-1859719903,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,0.5,0.04,0.24
431,-1859754970,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1.5,0.05,0.15
474,-1859846749,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1,0.05,0.1
476,-1859853238,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,2,0.05,0.19
477,-1859850056,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,0.5,0.05,0.12
478,-1859860008,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1,0.04,0.13
415,-1859703047,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1.5,0.05,-0.27
437,-1859737562,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,0.5,0.05,-0.31
480,-1859834400,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,2,0.05,-0.05
482,-1859838621,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1,0.05,0.31
483,-1859836860,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1.5,0.05,-0.39
484,-1859844998,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,2,0.16,-0.03
421,-1859684371,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,0.5,0.09,-0.34
443,-1859722103,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1.5,0.05,0.25
486,-1859820862,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1,0.04,-0.03
488,-1859824601,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,2,0.06,0.27
489,-1859823012,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,0.5,0.03,0.07
490,-1859831475,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1,0.04,-0.37
427,-1859669043,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1.5,0.05,-0.38
449,-1859706924,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,0.5,0.1,-0.34
492,-1859808458,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,2,0.05,-0.42
494,-1859812952,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1,0.04,0
495,-1859811419,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1.5,0.05,0.25
496,-1859818013,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,2,0.05,0.22
433,-1859653888,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,0.5,0.05,-0.45
455,-1859689081,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1.5,0.05,0.29
498,-1859795475,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1,0.03,-0.46
500,-1859799913,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,2,0.06,-0.38
501,-1859798423,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,0.5,0.04,0.17
502,-1859804256,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1,0.11,0.01
439,-1859632493,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1.5,0.03,0.19
461,-1859672458,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,0.5,0.04,-0.16
504,-1859782914,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,2,0.05,0.07
506,-1859787463,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1,0.02,-0.42
507,-1859784871,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1.5,0.05,-0.35
508,-1859791501,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,2,0.03,-0.05
445,-1859614467,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,0.5,0.04,-0.37
467,-1859657003,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1.5,0.07,0.02
510,-1859770099,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1,0.05,-0.55
512,-1859775750,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,2,0.07,0.22
513,-1859772465,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,0.5,0.08,-0.44
514,-1859778503,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1,0.08,-0.4
451,-1859598148,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1.5,0.11,0.13
473,-1859638161,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,0.5,0.03,-0.45
516,-1859756763,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,2,0.06,0.27
518,-1859762014,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1,0.05,-0.03
519,-1859758771,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1.5,0.06,-0.42
520,-1859766664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,2,0.06,0.29
457,-1859581473,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,0.5,0.08,0.09
479,-1859623402,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1.5,0.04,-0.56
522,-1859743748,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1,0.05,0.29
524,-1859748385,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,2,0.06,-0.32
525,-1859745638,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,0.5,0.04,0.16
526,-1859753019,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1,0.05,-0.23
463,-1859566498,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1.5,0.05,-0.03
485,-1859606507,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,0.5,0.06,-0.21
528,-1859730262,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,2,0.04,-0.03
530,-1859733962,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1,0.04,-0.34
531,-1859733109,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1.5,0.07,-0.34
532,-1859740305,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,2,0.05,0.17
469,-1859550009,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,0.5,0.04,-0.25
491,-1859590577,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1.5,0.08,0.11
534,-1859717344,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1,0.06,0.35
536,-1859721301,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,2,0.06,-0.3
537,-1859719185,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,0.5,0.03,0.04
