run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpDev.UnempRate,Inflation.UnempRate
538,-1859727664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1,0.06,0.11
475,-1859534693,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1.5,0.05,0.16
497,-1859575527,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,0.5,0.12,-0.29
540,-1859703229,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,2,0.03,-0.19
542,-1859708152,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1,0.04,-0.34
543,-1859706359,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1.5,0.06,0.33
544,-1859715794,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,2,0.05,-0.28
481,-1859517808,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,0.5,0.06,0.19
503,-1859560578,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1.5,0.07,-0.14
546,-1859687585,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1,0.04,-0.43
548,-1859693446,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,2,0.07,-0.33
549,-1859692279,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,0.5,0.07,-0.37
550,-1859702599,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1,0.02,0.03
487,-1859500103,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1.5,0.06,-0.06
509,-1859544003,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,0.5,0.02,-0.44
552,-1859674248,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,2,0.05,-0.25
554,-1859679670,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1,0.03,0.29
555,-1859679863,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1.5,0.06,-0.4
556,-1859686981,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,2,0.06,0.24
493,-1859481648,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,0.5,0.04,0.1
515,-1859526608,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1.5,0.07,0.23
558,-1859660899,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1,0.05,-0.4
560,-1859668436,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,2,0.07,0.31
561,-1859666796,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,0.5,0.11,-0.37
562,-1859674102,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1,0.06,-0.35
499,-1859465168,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1.5,0.05,-0.15
521,-1859511206,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,0.5,0.01,-0.15
564,-1859646270,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,2,0.06,-0.16
566,-1859655685,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1,0.05,-0.39
567,-1859654037,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1.5,0.05,-0.46
568,-1859660697,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,2,0.04,0.15
505,-1859449375,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,0.5,0.05,-0.44
527,-1859494727,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1.5,0.06,0.52
570,-1859632470,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1,0.05,-0.57
572,-1859641749,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,2,0.04,-0.33
573,-1859640627,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,0.5,0.05,-0.28
574,-1859645802,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1,0.05,-0.35
511,-1859431593,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1.5,0.05,-0.42
533,-1859477043,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,0.5,0.03,-0.34
576,-1859618315,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,2,0.06,-0.5
578,-1859630146,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1,0.07,-0.36
579,-1859626791,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1.5,0.07,0.16
580,-1859630319,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,2,0.03,-0.4
517,-1859415584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,0.5,0.05,0.22
539,-1859461078,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1.5,0.06,-0.35
582,-1859603823,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1,0.04,-0.21
584,-1859617959,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,2,0.05,0.19
585,-1859614614,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,0.5,0.06,-0.39
586,-1859617657,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1,0.05,-0.41
523,-1859400367,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1.5,0.06,0.3
545,-1859445094,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,0.5,0.06,0.01
588,-1859592174,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,2,0.04,-0.44
590,-1859604419,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1,0.06,0.02
591,-1859600119,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1.5,0.08,-0.37
592,-1859605611,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,2,0.05,-0.25
529,-1859382669,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,0.5,0.05,0.01
551,-1859432290,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1.5,0.03,-0.16
594,-1859579253,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1,0.05,-0.44
596,-1859593079,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,2,0.08,-0.23
597,-1859587793,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,0.5,0.07,-0.41
598,-1859591953,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1,0.06,-0.36
535,-1859366470,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1.5,0.06,-0.57
557,-1859416944,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,0.5,0.06,-0.36
600,-1859565218,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,2,0.04,-0.11
602,-1859579865,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1,0.05,0.18
603,-1859574796,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1.5,0.04,-0.08
604,-1859579483,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,2,0.06,-0.43
541,-1859349674,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,0.5,0.03,0.3
563,-1859399672,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1.5,0.05,0.08
606,-1859550843,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1,0.04,-0.09
608,-1859565983,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,2,0.05,0.16
609,-1859562076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,0.5,0.03,0.16
610,-1859565850,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1,0.02,-0.47
547,-1859333584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1.5,0.04,0.3
569,-1859386036,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,0.5,0.06,-0.03
612,-1859537866,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,2,0.09,-0.39
614,-1859553993,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1,0.06,-0.39
615,-1859550076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1.5,0.05,-0.39
616,-1859551255,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,2,0.05,0.25
553,-1859317484,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,0.5,0.06,-0.36
575,-1859368463,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1.5,0.05,-0.28
618,-1859524124,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1,0.06,-0.31
620,-1859540356,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,2,0.03,-0.31
621,-1859538091,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,0.5,0.06,0.14
622,-1859538061,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1,0.07,-0.31
559,-1859301414,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1.5,0.05,-0.32
581,-1859351302,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,0.5,0.06,0.04
624,-1859512553,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,2,0.05,0.2
626,-1859529055,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1,0.07,-0.47
627,-1859524026,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1.5,0.06,0.18
628,-1859524689,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,2,0.05,-0.42
565,-1859282684,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,0.5,0.04,0.03
587,-1859338019,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1.5,0.07,-0.34
630,-1859500998,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1,0.04,-0.13
632,-1859515079,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,2,0.05,-0.43
633,-1859510269,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,0.5,0.07,0.26
634,-1859511282,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1,0.05,-0.02
571,-1859262234,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1.5,0.04,-0.14
593,-1859325852,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,0.5,0.04,-0.44
636,-1859486562,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,2,0.07,-0.31
638,-1859503004,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1,0.03,0.12
639,-1859497505,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1.5,0.06,-0.38
640,-1859498593,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,2,0.05,0.2
577,-1859246345,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,0.5,0.09,-0.07
599,-1859309077,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1.5,0.05,-0.38
642,-1859472579,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1,0.08,-0.29
644,-1859488120,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,2,0.05,-0.29
645,-1859482988,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,0.5,0.05,-0.27
646,-1859484611,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1,0.08,0.18
583,-1859228518,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1.5,0.06,-0.25
605,-1859295713,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,0.5,0.04,-0.41
648,-1859458966,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,2,0.09,-0.37
650,-1859475143,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1,0.05,-0.32
651,-1859471019,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1.5,0.1,-0.33
652,-1859471392,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,2,0.06,0.11
589,-1859211948,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,0.5,0.03,-0.21
611,-1859281954,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1.5,0.08,0.24
654,-1859445617,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1,0.04,-0.1
656,-1859460487,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,2,0.06,-0.36
657,-1859457224,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,0.5,0.14,-0.24
658,-1859457025,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1,0.05,-0.11
595,-1859195489,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1.5,0.04,0.24
617,-1859265851,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,0.5,0.08,-0.17
660,-1859434127,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,2,0.05,-0.45
662,-1859446398,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1,0.05,0.06
663,-1859443542,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1.5,0.06,0.13
664,-1859447551,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,2,0.06,0.14
601,-1859179834,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,0.5,0.08,-0.19
623,-1859247944,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1.5,0.07,-0.13
666,-1859422338,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1,0.05,-0.28
668,-1859432445,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,2,0.08,0
669,-1859430478,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,0.5,0.06,0.2
670,-1859434657,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1,0.05,-0.1
607,-1859163151,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1.5,0.05,-0.39
629,-1859231607,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,0.5,0.04,0.01
672,-1859408769,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,2,0.06,-0.42
674,-1859419370,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1,0.05,-0.04
675,-1859418712,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1.5,0.18,-0.17
676,-1859420297,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,2,0.06,0.11
613,-1859146034,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,0.5,0.08,-0.38
635,-1859213793,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1.5,0.06,0.19
678,-1859395909,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1,0.04,-0.33
680,-1859406515,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,2,0.07,-0.32
681,-1859406418,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,0.5,0.05,-0.2
682,-1859408979,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1,0.07,-0.35
619,-1859128416,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1.5,0.06,-0.4
641,-1859196397,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,0.5,0.05,0.02
684,-1859380698,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,2,0.06,0.06
686,-1859394354,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1,0.06,-0.45
687,-1859391304,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1.5,0.04,0.45
688,-1859397073,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,2,0.08,0.06
625,-1859112579,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,0.5,0.05,-0.42
647,-1859181987,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1.5,0.07,0.15
690,-1859367065,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1,0.05,-0.43
692,-1859382257,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,2,0.06,0.25
693,-1859378837,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,0.5,0.05,-0.5
694,-1859383532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1,0.07,-0.3
631,-1859096836,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1.5,0.04,0.26
653,-1859167924,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,0.5,0.05,0.44
696,-1859355826,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,2,0.06,-0.16
698,-1859371181,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1,0.05,-0.18
699,-1859367073,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1.5,0.07,-0.34
700,-1859369996,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,2,0.07,0.23
637,-1859080005,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,0.5,0.04,0.1
659,-1859154824,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1.5,0.12,-0.22
702,-1859342357,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1,0.06,-0.36
704,-1859356492,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,2,0.07,0.16
705,-1859355009,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,0.5,0.14,-0.2
706,-1859356774,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1,0.06,-0.33
643,-1859062492,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1.5,0.04,-0.35
665,-1859141277,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,0.5,0.05,0.1
708,-1859328027,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,2,0.07,0.23
710,-1859343641,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1,0.04,0.29
711,-1859342418,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1.5,0.07,-0.38
712,-1859342836,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,2,0.04,0.24
649,-1859045098,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,0.5,0.07,-0.45
671,-1859125757,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1.5,0.06,-0.17
714,-1859315606,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1,0.08,0.14
716,-1859329372,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,2,0.06,0.07
717,-1859328166,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,0.5,0.05,-0.4
718,-1859329396,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1,0.03,-0.24
655,-1859027568,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1.5,0.05,-0.02
677,-1859110232,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,0.5,0.05,-0.42
720,-1859302705,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,2,0.05,-0.26
722,-1859314854,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1,0.06,-0.51
723,-1859315525,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1.5,0.08,-0.35
724,-1859316845,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,2,0.07,-0.27
661,-1859012684,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,0.5,0.06,-0.39
683,-1859095254,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1.5,0.05,0.01
726,-1859290298,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1,0.06,-0.18
728,-1859302250,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,2,0.07,-0.37
729,-1859303931,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,0.5,0.06,-0.14
730,-1859303457,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1,0.06,-0.41
667,-1858995269,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1.5,0.07,-0.27
689,-1859078842,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,0.5,0.06,-0.31
732,-1859276142,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,2,0.06,0.2
734,-1859289925,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1,0.05,-0.26
735,-1859290416,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1.5,0.06,-0.13
736,-1859290403,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,2,0.04,0.07
673,-1858978386,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,0.5,0.2,-0.27
695,-1859065204,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1.5,0.07,-0.39
738,-1859262392,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1,0.21,0
740,-1859276068,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,2,0.12,-0.02
741,-1859277017,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,0.5,0.1,-0.13
742,-1859279224,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1,0.05,-0.39
679,-1858961686,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1.5,0.06,-0.43
701,-1859050744,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,0.5,0.04,0.13
744,-1859251023,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,2,0.08,0.16
746,-1859260236,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1,0.03,-0.03
747,-1859262848,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1.5,0.05,0.15
748,-1859263718,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,2,0.04,-0.31
685,-1858944607,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,0.5,0.06,-0.34
707,-1859035163,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1.5,0.06,-0.25
750,-1859239216,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1,0.06,-0.13
752,-1859246762,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,2,0.05,0.04
753,-1859250212,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,0.5,0.16,-0.1
754,-1859251071,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1,0.05,-0.3
691,-1858927335,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1.5,0.06,0.23
713,-1859019137,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,0.5,0.06,-0.23
756,-1859227651,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,2,0.08,-0.45
758,-1859234389,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1,0.06,-0.47
759,-1859238909,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1.5,0.08,0.22
760,-1859235614,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,2,0.07,0.15
697,-1858911532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,0.5,0.04,0.22
719,-1859004292,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1.5,0.07,-0.35
762,-1859213487,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1,0.03,-0.3
764,-1859221581,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,2,0.04,0.14
765,-1859227416,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,0.5,0.06,0.13
766,-1859222895,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1,0.04,0.23
703,-1858894630,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1.5,0.04,-0.29
725,-1858988537,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,0.5,0.06,-0.26
768,-1859201671,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,2,0.04,-0.45
770,-1859209762,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1,0.09,-0.26
771,-1859214173,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1.5,0.06,-0.43
772,-1859209213,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,2,0.06,-0.25
709,-1858878611,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,0.5,0.09,-0.22
731,-1858972376,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1.5,0.05,0.02
774,-1859189543,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1,0.05,-0.27
776,-1859197734,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,2,0.06,-0.39
777,-1859200541,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,0.5,0.05,-0.42
778,-1859194931,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1,0.07,-0.44
715,-1858860930,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1.5,0.06,0.25
737,-1858956182,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,0.5,0.09,-0.4
780,-1859176685,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,2,0.05,-0.46
782,-1859185458,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1,0.05,0.29
783,-1859186445,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1.5,0.07,-0.46
784,-1859183171,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,2,0.05,0.3
721,-1858843608,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,0.5,0.06,-0.29
743,-1858941540,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1.5,0.08,0.22
786,-1859162448,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1,0.08,-0.2
788,-1859172064,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,2,0.05,-0.05
789,-1859172149,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,0.5,0.08,-0.17
790,-1859164960,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1,0.08,0.24
727,-1858827218,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1.5,0.08,0.25
749,-1858924094,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,0.5,0.04,0.19
792,-1859147239,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,2,0.07,-0.48
794,-1859156903,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1,0.07,-0.15
795,-1859157069,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1.5,0.06,-0.38
796,-1859152915,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,2,0.06,0.3
733,-1858810070,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,0.5,0.06,-0.31
755,-1858908845,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1.5,0.05,-0.36
798,-1859133964,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,1,0.02,-0.43
800,-1859145121,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,2,0.05,0.08
801,-1859143827,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,0.5,0.08,-0.38
