run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpGrowth.UnempRate
839,-1858689585,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,1.5,0.47
882,-1858953994,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,1,0.39
884,-1858965494,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,2,0.55
885,-1858961308,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,0.5,0.46
886,-1858961668,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,1,0.49
823,-1858543540,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,1.5,0.54
845,-1858674813,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,0.5,0.29
888,-1858940811,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,2,0.51
890,-1858952031,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,1,0.36
891,-1858947340,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,1.5,0.42
892,-1858949387,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,2,0.45
829,-1858523120,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,0.5,0.37
851,-1858658538,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,1.5,0.46
894,-1858930281,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,1,0.37
896,-1858940089,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,2,0.49
897,-1858934350,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,0.5,0.53
898,-1858936885,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,1,0.46
835,-1858506693,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,1.5,0.48
857,-1858641725,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,0.5,0.46
900,-1858918365,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,2,0.46
902,-1858928115,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,1,0.48
903,-1858922703,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,1.5,0.41
904,-1858923625,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,2,0.46
841,-1858491663,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,0.5,0.38
863,-1858625887,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,1.5,0.5
906,-1858907497,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,1,0.5
908,-1858915027,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,2,0.49
909,-1858911107,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,0.5,0.39
910,-1858910608,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,1,0.4
847,-1858474776,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,1.5,0.51
869,-1858610242,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,0.5,0.41
912,-1858896086,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,2,0.53
914,-1858900801,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,1,0.47
915,-1858900020,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,1.5,0.46
916,-1858897453,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,2,0.5
853,-1858457456,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,0.5,0.42
875,-1858595760,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,1.5,0.5
918,-1858884271,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,1,0.5
920,-1858886540,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,2,0.48
921,-1858886233,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,0.5,0.37
922,-1858882774,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,1,0.46
859,-1858440702,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,1.5,0.5
881,-1858577691,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,0.5,0.45
924,-1858870443,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,2,0.55
926,-1858871725,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,1,0.25
927,-1858871048,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,1.5,0.44
928,-1858867926,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,2,0.49
865,-1858425078,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,0.5,0.51
887,-1858561076,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,1.5,0.46
930,-1858856357,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,1,0.47
932,-1858858641,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,2,0.44
933,-1858858161,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,0.5,0.38
934,-1858855596,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,1,0.47
871,-1858406575,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,1.5,0.41
893,-1858545827,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,0.5,0.44
936,-1858843265,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,2,0.47
938,-1858846392,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,1,0.4
939,-1858845871,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,1.5,0.41
940,-1858842480,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,2,0.5
877,-1858390925,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,0.5,0.35
899,-1858527428,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,1.5,0.46
942,-1858829181,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,1,0.32
944,-1858832749,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,2,0.43
945,-1858832551,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,0.5,0.65
946,-1858827111,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,1,0.53
883,-1858372452,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,1.5,0.52
905,-1858509908,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,0.5,0.4
948,-1858815138,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,2,0.45
950,-1858819417,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,1,0.42
951,-1858820630,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,1.5,0.54
952,-1858813017,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,2,0.51
889,-1858353990,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,0.5,0.44
911,-1858493522,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,1.5,0.44
954,-1858800514,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,1,0.44
956,-1858804370,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,2,0.43
957,-1858808858,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,0.5,0.29
958,-1858800830,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,1,0.38
895,-1858335767,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,1.5,0.57
917,-1858478952,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,0.5,0.48
960,-1858786950,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,2,0.48
962,-1858791325,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,1,0.46
963,-1858796503,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,1.5,0.5
964,-1858787763,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,2,0.5
901,-1858319569,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,0.5,0.47
923,-1858462073,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,1.5,0.5
966,-1858770514,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,1,0.44
968,-1858778663,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,2,0.44
969,-1858783009,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,0.5,0.35
970,-1858774322,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,1,0.43
907,-1858303125,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,1.5,0.51
929,-1858446565,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,0.5,0.47
972,-1858754444,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,2,0.49
974,-1858764986,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,1,0.37
975,-1858771913,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,1.5,0.41
976,-1858760573,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,2,0.45
913,-1858285030,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,0.5,0.46
935,-1858430546,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,1.5,0.5
978,-1858736493,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,1,0.53
980,-1858752268,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,2,0.52
981,-1858759920,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,0.5,0.35
982,-1858745011,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,1,0.45
919,-1858269914,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,1.5,0.5
941,-1858415270,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,0.5,0.49
984,-1858720831,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,2,0.47
986,-1858737553,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,1,0.43
987,-1858745874,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,1.5,0.47
988,-1858733048,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,2,0.43
925,-1858253591,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,0.5,0.38
947,-1858398501,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,1.5,0.43
990,-1858706537,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,1,0.34
992,-1858725191,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,2,0.41
993,-1858732300,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,0.5,0.49
994,-1858719389,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,1,0.46
931,-1858234680,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,1.5,0.51
953,-1858381999,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,0.5,0.4
996,-1858689622,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,2,0.52
998,-1858711880,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,1,0.48
999,-1858718148,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,1.5,0.52
1000,-1858705572,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,2,0.45
937,-1858217238,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,0.5,0.4
959,-1858367303,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,1.5,0.47
1002,-1858675534,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,1,0.41
1004,-1858696199,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,2,0.53
1005,-1858706500,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,0.5,0.23
1006,-1858689713,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,1,0.49
943,-1858198662,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,1.5,0.38
965,-1858351229,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,0.5,0.45
1008,-1858659883,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,2,0.49
1010,-1858683404,0.1,0.1,0.5,0.1,6,1,1,1,0.01,1,0.37
1011,-1858691073,0.1,0.1,0.5,0.1,6,1,1,1,0.01,1.5,0.46
1012,-1858677994,0.1,0.1,0.5,0.1,6,1,1,1,0.01,2,0.5
949,-1858182755,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,0.5,0.43
971,-1858335150,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,1.5,0.46
1014,-1858642943,0.1,0.1,0.5,0.1,6,1,1,1,0.04,1,0.42
1016,-1858669119,0.1,0.1,0.5,0.1,6,1,1,1,0.04,2,0.42
1017,-1858678268,0.1,0.1,0.5,0.1,6,1,1,1,0.07,0.5,0.51
1018,-1858668674,0.1,0.1,0.5,0.1,6,1,1,1,0.07,1,0.52
955,-1858165735,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,1.5,0.58
977,-1858318263,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,0.5,0.33
1020,-1858627074,0.1,0.1,0.5,0.1,6,1,1,1,0.07,2,0.46
1022,-1858656506,0.1,0.1,0.5,0.1,6,1,1,1,0.1,1,0.42
1023,-1858665812,0.1,0.1,0.5,0.1,6,1,1,1,0.1,1.5,0.48
1024,-1858657136,0.1,0.1,0.5,0.1,6,1,1,1,0.1,2,0.51
961,-1858147191,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,0.5,0.42
983,-1858302384,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,1.5,0.45
1026,-1858608522,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,1,0.33
1028,-1858641892,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,2,0.49
1029,-1858653220,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,0.5,0.47
1030,-1858643404,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,1,0.36
967,-1858133190,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,1.5,0.5
989,-1858284537,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,0.5,0.4
1032,-1858592128,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,2,0.53
1034,-1858628767,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,1,0.44
1035,-1858638056,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,1.5,0.46
1036,-1858630320,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,2,0.42
973,-1858113420,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,0.5,0.5
995,-1858269760,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,1.5,0.48
1038,-1858574455,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,1,0.5
1040,-1858614744,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,2,0.43
1041,-1858623714,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,0.5,0.47
1042,-1858618785,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,1,0.41
979,-1858094724,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,1.5,0.45
1001,-1858252525,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,0.5,0.43
1044,-1858558314,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,2,0.45
1046,-1858598652,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,1,0.45
1047,-1858608797,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,1.5,0.35
1048,-1858605264,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,2,0.48
985,-1858077821,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,0.5,0.46
1007,-1858235998,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,1.5,0.39
1050,-1858542009,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,1,0.39
1052,-1858585644,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,2,0.48
1053,-1858594500,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,0.5,0.38
1054,-1858592648,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,1,0.42
991,-1858060451,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,1.5,0.41
1013,-1858220799,0.1,0.1,0.5,0.1,6,1,1,1,0.04,0.5,0.48
1056,-1858524597,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,2,0.53
1058,-1858569568,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,1,0.44
1059,-1858583622,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,1.5,0.5
1060,-1858577088,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,2,0.45
997,-1858044950,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,0.5,0.46
1019,-1858203638,0.1,0.1,0.5,0.1,6,1,1,1,0.07,1.5,0.49
1062,-1858507120,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,1,0.39
1064,-1858556727,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,2,0.5
1065,-1858568285,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,0.5,0.35
1066,-1858562849,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,1,0.37
1003,-1858028256,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,1.5,0.43
1025,-1858186457,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,0.5,0.52
1068,-1858490425,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,2,0.52
1070,-1858543639,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,1,0.5
1071,-1858554421,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,1.5,0.54
1072,-1858548098,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,2,0.52
1009,-1858011435,0.1,0.1,0.5,0.1,6,1,1,1,0.01,0.5,0.51
1031,-1858173609,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,1.5,0.51
1074,-1858472188,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.01,1,0.48
1076,-1858532125,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.01,2,0.48
1077,-1858540051,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.04,0.5,0.33
1078,-1858534022,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.04,1,0.51
1015,-1857994533,0.1,0.1,0.5,0.1,6,1,1,1,0.04,1.5,0.58
1037,-1858156978,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,0.5,0.49
1080,-1858454840,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.04,2,0.43
1082,-1858518575,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.07,1,0.46
1083,-1858526069,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.07,1.5,0.45
1084,-1858520843,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.07,2,0.45
1021,-1857978165,0.1,0.1,0.5,0.1,6,1,1,1,0.1,0.5,0.39
1043,-1858139763,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,1.5,0.55
1086,-1858438784,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.1,1,0.55
1088,-1858504543,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.1,2,0.54
1089,-1858511233,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.01,0.5,0.53
1090,-1858508149,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.01,1,0.39
1027,-1857960585,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,1.5,0.43
1049,-1858124325,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,0.5,0.4
1092,-1858424012,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.01,2,0.36
1094,-1858492063,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.04,1,0.31
1095,-1858498312,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.04,1.5,0.43
1096,-1858493506,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.04,2,0.49
1033,-1857943265,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,0.5,0.37
1055,-1858107864,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,1.5,0.51
1098,-1858405869,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.07,1,0.44
1100,-1858475901,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.07,2,0.52
1101,-1858485600,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.1,0.5,0.34
1102,-1858478343,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.1,1,0.43
1039,-1857925093,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,1.5,0.47
1061,-1858090908,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,0.5,0.39
1104,-1858390784,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.1,2,0.47
1106,-1858463971,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.01,1,0.46
1107,-1858473853,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.01,1.5,0.45
1108,-1858465209,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.01,2,0.52
1045,-1857910491,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,0.5,0.39
1067,-1858074435,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,1.5,0.47
1110,-1858373993,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.04,1,0.41
1112,-1858451235,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.04,2,0.36
1113,-1858459050,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.07,0.5,0.37
1114,-1858452537,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.07,1,0.25
1051,-1857892516,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,1.5,0.48
1073,-1858058137,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.01,0.5,0.41
1116,-1858355739,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.07,2,0.46
1118,-1858437314,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.1,1,0.5
1119,-1858445188,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.1,1.5,0.46
1120,-1858439579,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.1,2,0.48
1057,-1857876096,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,0.5,0.5
1079,-1858039983,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.04,1.5,0.51
1122,-1858338690,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.01,1,0.41
1124,-1858422815,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.01,2,0.5
1125,-1858431829,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.04,0.5,0.43
1126,-1858426826,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.04,1,0.4
1063,-1857860430,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,1.5,0.43
1085,-1858024023,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.1,0.5,0.39
1128,-1858322220,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.04,2,0.39
1130,-1858410981,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.07,1,0.48
1131,-1858418876,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.07,1.5,0.43
1132,-1858412222,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.07,2,0.51
1069,-1857842170,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,0.5,0.43
1091,-1858005647,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.01,1.5,0.46
1134,-1858307209,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.1,1,0.48
1136,-1858397558,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.1,2,0.51
1137,-1858404634,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.01,0.5,0.49
1138,-1858399520,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.01,1,0.4
1075,-1857824807,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.01,1.5,0.42
1097,-1857988604,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.07,0.5,0.41
1140,-1858287183,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.01,2,0.51
1142,-1858384178,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.04,1,0.48
1143,-1858391319,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.04,1.5,0.52
1144,-1858385440,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.04,2,0.46
1081,-1857807891,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.07,0.5,0.42
1103,-1857970621,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.1,1.5,0.35
1146,-1858269271,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.07,1,0.39
1148,-1858368399,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.07,2,0.37
1149,-1858378149,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.1,0.5,0.44
1150,-1858372044,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.1,1,0.48
1087,-1857790129,0.1,0.1,0.5,0.1,12,0.1,0.1,1,0.1,1.5,0.43
1109,-1857952937,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.04,0.5,0.44
1152,-1858253212,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.1,2,0.52
1154,-1858353616,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.01,1,0.33
1155,-1858363965,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.01,1.5,0.5
1156,-1858358817,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.01,2,0.4
1093,-1857772565,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.04,0.5,0.49
1115,-1857937620,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.07,1.5,0.37
1158,-1858236215,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.04,1,0.37
1160,-1858340352,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.04,2,0.4
1161,-1858348711,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.07,0.5,0.34
1162,-1858345283,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.07,1,0.48
1099,-1857754789,0.1,0.1,0.5,0.1,12,0.1,0.4,0.1,0.07,1.5,0.41
1121,-1857923410,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.01,0.5,0.5
1164,-1858218185,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.07,2,0.51
1166,-1858325897,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.1,1,0.3
1167,-1858337091,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.1,1.5,0.48
1168,-1858332906,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.1,2,0.48
1105,-1857735740,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.01,0.5,0.58
1127,-1857905617,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.04,1.5,0.41
1170,-1858200657,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.01,1,0.51
1172,-1858314554,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.01,2,0.42
1173,-1858324747,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.04,0.5,0.44
