run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpGrowth.UnempRate
300,-1860234233,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,2,0.46
302,-1860236720,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1,0.45
303,-1860239451,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1.5,0.46
304,-1860240387,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,2,0.42
241,-1860206787,0.1,0.1,0.5,0.1,6,0.1,1,1,0.01,0.5,0.4
263,-1860207791,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.04,1.5,0.44
306,-1860221556,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1,0.36
308,-1860221824,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,2,0.42
309,-1860225739,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,0.5,0.45
310,-1860227496,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1,0.44
247,-1860188833,0.1,0.1,0.5,0.1,6,0.1,1,1,0.04,1.5,0.37
269,-1860189885,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,0.5,0.44
312,-1860208160,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,2,0.49
314,-1860208505,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1,0.47
315,-1860212322,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1.5,0.48
316,-1860213801,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,2,0.45
253,-1860170008,0.1,0.1,0.5,0.1,6,0.1,1,1,0.1,0.5,0.33
275,-1860172621,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.01,1.5,0.4
318,-1860195614,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1,0.41
320,-1860193542,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,2,0.47
321,-1860199684,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,0.5,0.37
322,-1860200434,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1,0.32
259,-1860154965,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.01,1.5,0.48
281,-1860156653,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,0.5,0.41
324,-1860182460,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,2,0.45
326,-1860179400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1,0.39
327,-1860185947,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1.5,0.37
328,-1860187349,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,2,0.46
265,-1860137182,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.07,0.5,0.4
287,-1860140222,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,1.5,0.46
330,-1860169863,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1,0.43
332,-1860166350,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,2,0.51
333,-1860169308,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,0.5,0.4
334,-1860171916,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1,0.36
271,-1860118978,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,1.5,0.49
293,-1860125225,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,0.5,0.36
336,-1860156526,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,2,0.46
338,-1860154437,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1,0.6
339,-1860156248,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1.5,0.46
340,-1860157957,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,2,0.48
277,-1860103807,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,0.5,0.34
299,-1860106528,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,1.5,0.49
342,-1860142902,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1,0.4
344,-1860142400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,2,0.44
345,-1860142830,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,0.5,0.36
346,-1860144013,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1,0.38
283,-1860087075,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,1.5,0.51
305,-1860091235,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,0.5,0.39
348,-1860131423,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,2,0.46
350,-1860130073,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1,0.48
351,-1860129335,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1.5,0.39
352,-1860130316,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,2,0.48
289,-1860070051,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,0.5,0.39
311,-1860075333,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1.5,0.44
354,-1860118040,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1,0.48
356,-1860116814,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,2,0.39
357,-1860116133,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,0.5,0.49
358,-1860116647,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1,0.49
295,-1860049022,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,1.5,0.48
317,-1860061010,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,0.5,0.38
360,-1860106310,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,2,0.44
362,-1860103191,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1,0.48
363,-1860103403,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1.5,0.4
364,-1860103713,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,2,0.46
301,-1860032796,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,0.5,0.27
323,-1860042528,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1.5,0.47
366,-1860092700,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1,0.36
368,-1860088856,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,2,0.44
369,-1860090679,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,0.5,0.59
370,-1860090823,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1,0.4
307,-1860016854,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1.5,0.48
329,-1860024640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,0.5,0.41
372,-1860078302,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,2,0.42
374,-1860075297,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1,0.43
375,-1860078587,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1.5,0.49
376,-1860078463,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,2,0.46
313,-1859998605,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,0.5,0.3
335,-1860007689,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1.5,0.44
378,-1860064205,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1,0.49
380,-1860062599,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,2,0.3
381,-1860065439,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,0.5,0.33
382,-1860065281,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1,0.43
319,-1859980929,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1.5,0.5
341,-1859994021,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,0.5,0.39
384,-1860046434,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,2,0.33
386,-1860048277,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1,0.38
387,-1860050348,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1.5,0.51
388,-1860050040,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,2,0.44
325,-1859963458,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,0.5,0.44
347,-1859978019,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1.5,0.48
390,-1860032816,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1,0.39
392,-1860033951,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,2,0.41
393,-1860037303,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,0.5,0.36
394,-1860037400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1,0.42
331,-1859946324,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1.5,0.51
353,-1859962843,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,0.5,0.42
396,-1860019261,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,2,0.36
398,-1860022434,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1,0.39
399,-1860023978,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1.5,0.44
400,-1860027400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,2,0.47
337,-1859928292,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,0.5,0.62
359,-1859944525,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1.5,0.44
402,-1860005628,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1,0.57
404,-1860009731,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,2,0.58
405,-1860011634,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,0.5,0.48
406,-1860015414,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1,0.32
343,-1859913065,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1.5,0.44
365,-1859927331,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,0.5,0.37
408,-1859993176,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,2,0.41
410,-1859996360,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1,0.46
411,-1859996681,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1.5,0.45
412,-1860000230,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,2,0.48
349,-1859896259,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,0.5,0.36
371,-1859912381,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1.5,0.48
414,-1859980514,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1,0.45
416,-1859982528,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,2,0.47
417,-1859984693,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,0.5,0.63
418,-1859987427,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1,0.44
355,-1859878670,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1.5,0.49
377,-1859896932,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,0.5,0.32
420,-1859966293,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,2,0.44
422,-1859970476,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1,0.39
423,-1859972146,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1.5,0.51
424,-1859975653,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,2,0.47
361,-1859863665,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,0.5,0.41
383,-1859884011,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1.5,0.51
426,-1859951515,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1,0.35
428,-1859955449,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,2,0.44
429,-1859960920,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,0.5,0.32
430,-1859963241,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1,0.4
367,-1859843640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1.5,0.43
389,-1859864884,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,0.5,0.34
432,-1859938494,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,2,0.47
434,-1859942834,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1,0.5
435,-1859947360,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1.5,0.41
436,-1859949410,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,2,0.51
373,-1859825877,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,0.5,0.49
395,-1859849586,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1.5,0.51
438,-1859925083,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1,0.46
440,-1859930436,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,2,0.42
441,-1859934019,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,0.5,0.42
442,-1859937941,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1,0.42
379,-1859808255,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1.5,0.4
401,-1859833631,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,0.5,0.64
444,-1859911807,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,2,0.46
446,-1859917284,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1,0.42
447,-1859919958,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1.5,0.41
448,-1859924433,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,2,0.29
385,-1859791298,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,0.5,0.52
407,-1859817417,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1.5,0.44
450,-1859897042,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1,0.45
452,-1859903770,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,2,0.39
453,-1859907156,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,0.5,0.48
454,-1859912654,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1,0.53
391,-1859773486,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1.5,0.53
413,-1859802757,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,0.5,0.35
456,-1859885045,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,2,0.51
458,-1859891219,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1,0.39
459,-1859893471,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1.5,0.42
460,-1859899043,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,2,0.48
397,-1859755878,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,0.5,0.23
419,-1859787633,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1.5,0.47
462,-1859871880,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1,0.31
464,-1859878833,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,2,0.41
465,-1859879850,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,0.5,0.46
466,-1859885106,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1,0.49
403,-1859738304,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1.5,0.46
425,-1859770950,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,0.5,0.42
468,-1859861005,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,2,0.44
470,-1859864253,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1,0.48
471,-1859864471,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1.5,0.34
472,-1859873164,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,2,0.49
409,-1859719903,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,0.5,0.4
431,-1859754970,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1.5,0.47
474,-1859846749,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1,0.34
476,-1859853238,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,2,0.41
477,-1859850056,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,0.5,0.27
478,-1859860008,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1,0.35
415,-1859703047,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1.5,0.41
437,-1859737562,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,0.5,0.41
480,-1859834400,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,2,0.48
482,-1859838621,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1,0.45
483,-1859836860,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1.5,0.47
484,-1859844998,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,2,0.64
421,-1859684371,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,0.5,0.52
443,-1859722103,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1.5,0.4
486,-1859820862,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1,0.39
488,-1859824601,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,2,0.47
489,-1859823012,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,0.5,0.33
490,-1859831475,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1,0.35
427,-1859669043,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1.5,0.43
449,-1859706924,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,0.5,0.57
492,-1859808458,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,2,0.46
494,-1859812952,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1,0.41
495,-1859811419,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1.5,0.41
496,-1859818013,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,2,0.41
433,-1859653888,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,0.5,0.46
455,-1859689081,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1.5,0.51
498,-1859795475,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1,0.46
500,-1859799913,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,2,0.43
501,-1859798423,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,0.5,0.31
502,-1859804256,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1,0.47
439,-1859632493,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1.5,0.34
461,-1859672458,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,0.5,0.36
504,-1859782914,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,2,0.42
506,-1859787463,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1,0.37
507,-1859784871,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1.5,0.42
508,-1859791501,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,2,0.42
445,-1859614467,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,0.5,0.41
467,-1859657003,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1.5,0.47
510,-1859770099,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1,0.43
512,-1859775750,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,2,0.47
513,-1859772465,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,0.5,0.55
514,-1859778503,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1,0.51
451,-1859598148,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1.5,0.58
473,-1859638161,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,0.5,0.41
516,-1859756763,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,2,0.54
518,-1859762014,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1,0.46
519,-1859758771,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1.5,0.48
520,-1859766664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,2,0.51
457,-1859581473,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,0.5,0.35
479,-1859623402,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1.5,0.46
522,-1859743748,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1,0.45
524,-1859748385,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,2,0.5
525,-1859745638,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,0.5,0.4
526,-1859753019,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1,0.4
463,-1859566498,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1.5,0.48
485,-1859606507,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,0.5,0.41
528,-1859730262,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,2,0.44
530,-1859733962,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1,0.41
531,-1859733109,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1.5,0.5
532,-1859740305,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,2,0.46
469,-1859550009,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,0.5,0.24
491,-1859590577,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1.5,0.41
534,-1859717344,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1,0.5
536,-1859721301,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,2,0.49
537,-1859719185,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,0.5,0.4
538,-1859727664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1,0.5
475,-1859534693,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1.5,0.48
497,-1859575527,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,0.5,0.57
540,-1859703229,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,2,0.4
542,-1859708152,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1,0.42
543,-1859706359,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1.5,0.48
544,-1859715794,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,2,0.47
481,-1859517808,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,0.5,0.48
503,-1859560578,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1.5,0.48
546,-1859687585,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1,0.43
548,-1859693446,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,2,0.45
549,-1859692279,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,0.5,0.48
550,-1859702599,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1,0.34
487,-1859500103,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1.5,0.47
509,-1859544003,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,0.5,0.32
552,-1859674248,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,2,0.44
554,-1859679670,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1,0.45
555,-1859679863,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1.5,0.49
556,-1859686981,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,2,0.49
493,-1859481648,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,0.5,0.38
515,-1859526608,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1.5,0.52
558,-1859660899,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1,0.44
560,-1859668436,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,2,0.53
561,-1859666796,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,0.5,0.58
562,-1859674102,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1,0.45
499,-1859465168,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1.5,0.47
521,-1859511206,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,0.5,0.19
564,-1859646270,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,2,0.43
566,-1859655685,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1,0.44
567,-1859654037,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1.5,0.47
568,-1859660697,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,2,0.47
505,-1859449375,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,0.5,0.45
527,-1859494727,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1.5,0.52
570,-1859632470,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1,0.46
572,-1859641749,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,2,0.39
573,-1859640627,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,0.5,0.43
574,-1859645802,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1,0.42
511,-1859431593,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1.5,0.47
533,-1859477043,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,0.5,0.35
576,-1859618315,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,2,0.48
578,-1859630146,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1,0.5
579,-1859626791,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1.5,0.39
580,-1859630319,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,2,0.42
517,-1859415584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,0.5,0.46
539,-1859461078,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1.5,0.5
582,-1859603823,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1,0.32
584,-1859617959,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,2,0.38
585,-1859614614,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,0.5,0.45
586,-1859617657,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1,0.47
523,-1859400367,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1.5,0.5
545,-1859445094,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,0.5,0.44
588,-1859592174,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,2,0.43
