run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,VacanRatio.UnempRate
288,-1860259965,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,2,-0.85
290,-1860265038,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,1,-0.93
291,-1860266054,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,1.5,-0.98
292,-1860265562,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,2,-0.94
229,-1860242493,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.04,0.5,-0.89
251,-1860240330,0.1,0.1,0.5,0.1,6,0.1,1,1,0.07,1.5,-0.75
294,-1860247510,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,1,-0.96
296,-1860250153,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,2,-0.75
297,-1860253021,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,0.5,-0.97
298,-1860252972,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,1,-0.97
235,-1860224988,0.1,0.1,0.5,0.1,6,0.1,1,0.7,0.07,1.5,-0.72
257,-1860224676,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.01,0.5,-0.95
300,-1860234233,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,2,-0.8
302,-1860236720,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1,-0.86
303,-1860239451,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,1.5,-0.97
304,-1860240387,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,2,-0.81
241,-1860206787,0.1,0.1,0.5,0.1,6,0.1,1,1,0.01,0.5,-0.93
263,-1860207791,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.04,1.5,-0.96
306,-1860221556,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1,-0.91
308,-1860221824,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,2,-0.73
309,-1860225739,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,0.5,-0.96
310,-1860227496,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1,-0.89
247,-1860188833,0.1,0.1,0.5,0.1,6,0.1,1,1,0.04,1.5,-0.64
269,-1860189885,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,0.5,-0.92
312,-1860208160,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,2,-0.98
314,-1860208505,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1,-0.93
315,-1860212322,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,1.5,-0.82
316,-1860213801,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,2,-0.96
253,-1860170008,0.1,0.1,0.5,0.1,6,0.1,1,1,0.1,0.5,-0.34
275,-1860172621,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.01,1.5,-0.95
318,-1860195614,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1,-0.96
320,-1860193542,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,2,-0.95
321,-1860199684,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,0.5,-0.81
322,-1860200434,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1,-0.68
259,-1860154965,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.01,1.5,-0.94
281,-1860156653,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,0.5,-0.96
324,-1860182460,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,2,-0.78
326,-1860179400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1,-0.64
327,-1860185947,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,1.5,-0.9
328,-1860187349,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,2,-0.66
265,-1860137182,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.07,0.5,-0.96
287,-1860140222,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.1,1.5,-0.99
330,-1860169863,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1,-0.96
332,-1860166350,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,2,-0.84
333,-1860169308,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,0.5,-0.84
334,-1860171916,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1,-0.74
271,-1860118978,0.1,0.1,0.5,0.1,6,0.4,0.1,0.1,0.1,1.5,-0.95
293,-1860125225,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,0.5,-0.83
336,-1860156526,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,2,-0.92
338,-1860154437,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1,-0.91
339,-1860156248,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,1.5,-0.97
340,-1860157957,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,2,-0.95
277,-1860103807,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.04,0.5,-0.93
299,-1860106528,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.07,1.5,-0.96
342,-1860142902,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1,-0.95
344,-1860142400,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,2,-0.7
345,-1860142830,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,0.5,-0.53
346,-1860144013,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1,-0.62
283,-1860087075,0.1,0.1,0.5,0.1,6,0.4,0.1,0.4,0.07,1.5,-0.93
305,-1860091235,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,0.5,-0.82
348,-1860131423,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,2,-0.65
350,-1860130073,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1,-0.94
351,-1860129335,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,1.5,-0.99
352,-1860130316,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,2,-0.94
289,-1860070051,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.01,0.5,-0.85
311,-1860075333,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.04,1.5,-0.9
354,-1860118040,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1,-0.94
356,-1860116814,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,2,-0.66
357,-1860116133,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,0.5,-0.83
358,-1860116647,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1,-0.81
295,-1860049022,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.04,1.5,-0.91
317,-1860061010,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,0.5,-0.9
360,-1860106310,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,2,-0.96
362,-1860103191,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1,-0.95
363,-1860103403,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,1.5,-0.72
364,-1860103713,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,2,-0.9
301,-1860032796,0.1,0.1,0.5,0.1,6,0.4,0.1,0.7,0.1,0.5,-0.78
323,-1860042528,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.01,1.5,-0.98
366,-1860092700,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1,-0.97
368,-1860088856,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,2,-0.86
369,-1860090679,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,0.5,-0.92
370,-1860090823,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1,-0.95
307,-1860016854,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.01,1.5,-0.96
329,-1860024640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,0.5,-0.65
372,-1860078302,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,2,-0.67
374,-1860075297,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1,-0.95
375,-1860078587,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,1.5,-0.75
376,-1860078463,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,2,-0.72
313,-1859998605,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.07,0.5,-0.92
335,-1860007689,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.1,1.5,-0.62
378,-1860064205,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1,-0.94
380,-1860062599,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,2,-0.54
381,-1860065439,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,0.5,-0.45
382,-1860065281,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1,-0.97
319,-1859980929,0.1,0.1,0.5,0.1,6,0.4,0.1,1,0.1,1.5,-0.89
341,-1859994021,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,0.5,-0.6
384,-1860046434,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,2,-0.56
386,-1860048277,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1,-0.86
387,-1860050348,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,1.5,-0.77
388,-1860050040,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,2,-0.8
325,-1859963458,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.04,0.5,-0.66
347,-1859978019,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.07,1.5,-0.85
390,-1860032816,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1,-0.59
392,-1860033951,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,2,-0.64
393,-1860037303,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,0.5,-0.59
394,-1860037400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1,-0.98
331,-1859946324,0.1,0.1,0.5,0.1,6,0.4,0.4,0.1,0.07,1.5,-0.92
353,-1859962843,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,0.5,-0.95
396,-1860019261,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,2,-0.59
398,-1860022434,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1,-0.63
399,-1860023978,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,1.5,-0.63
400,-1860027400,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,2,-0.87
337,-1859928292,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.01,0.5,-0.9
359,-1859944525,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.04,1.5,-0.79
402,-1860005628,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1,-0.95
404,-1860009731,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,2,-0.91
405,-1860011634,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,0.5,-0.77
406,-1860015414,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1,-0.52
343,-1859913065,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.04,1.5,-0.95
365,-1859927331,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,0.5,-0.5
408,-1859993176,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,2,-0.64
410,-1859996360,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1,-0.89
411,-1859996681,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,1.5,-0.62
412,-1860000230,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,2,-0.74
349,-1859896259,0.1,0.1,0.5,0.1,6,0.4,0.4,0.4,0.1,0.5,-0.55
371,-1859912381,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.01,1.5,-0.75
414,-1859980514,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1,-0.94
416,-1859982528,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,2,-0.78
417,-1859984693,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,0.5,-0.93
418,-1859987427,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1,-0.76
355,-1859878670,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.01,1.5,-0.73
377,-1859896932,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,0.5,-0.47
420,-1859966293,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,2,-0.68
422,-1859970476,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1,-0.8
423,-1859972146,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,1.5,-0.76
424,-1859975653,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,2,-0.74
361,-1859863665,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.07,0.5,-0.65
383,-1859884011,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.1,1.5,-0.98
426,-1859951515,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1,-0.83
428,-1859955449,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,2,-0.66
429,-1859960920,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,0.5,-0.49
430,-1859963241,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1,-0.46
367,-1859843640,0.1,0.1,0.5,0.1,6,0.4,0.4,0.7,0.1,1.5,-0.64
389,-1859864884,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,0.5,-0.7
432,-1859938494,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,2,-0.68
434,-1859942834,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1,-0.96
435,-1859947360,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,1.5,-0.63
436,-1859949410,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,2,-0.88
373,-1859825877,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.04,0.5,-0.9
395,-1859849586,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.07,1.5,-0.78
438,-1859925083,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1,-0.72
440,-1859930436,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,2,-0.73
441,-1859934019,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,0.5,-0.85
442,-1859937941,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1,-0.95
379,-1859808255,0.1,0.1,0.5,0.1,6,0.4,0.4,1,0.07,1.5,-0.82
401,-1859833631,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,0.5,-0.92
444,-1859911807,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,2,-0.63
446,-1859917284,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1,-0.89
447,-1859919958,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,1.5,-0.59
448,-1859924433,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,2,-0.35
385,-1859791298,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.01,0.5,-0.92
407,-1859817417,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.04,1.5,-0.73
450,-1859897042,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1,-0.7
452,-1859903770,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,2,-0.58
453,-1859907156,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,0.5,-0.68
454,-1859912654,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1,-0.92
391,-1859773486,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.04,1.5,-0.97
413,-1859802757,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,0.5,-0.99
456,-1859885045,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,2,-0.85
458,-1859891219,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1,-0.55
459,-1859893471,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,1.5,-0.59
460,-1859899043,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,2,-0.7
397,-1859755878,0.1,0.1,0.5,0.1,6,0.4,0.7,0.1,0.1,0.5,-0.31
419,-1859787633,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.01,1.5,-0.9
462,-1859871880,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1,-0.49
464,-1859878833,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,2,-0.66
465,-1859879850,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,0.5,-0.79
466,-1859885106,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1,-0.81
403,-1859738304,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.01,1.5,-0.9
425,-1859770950,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,0.5,-0.79
468,-1859861005,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,2,-0.69
470,-1859864253,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1,-0.9
471,-1859864471,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,1.5,-0.42
472,-1859873164,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,2,-0.93
409,-1859719903,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.07,0.5,-0.63
431,-1859754970,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.1,1.5,-0.68
474,-1859846749,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1,-0.51
476,-1859853238,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,2,-0.6
477,-1859850056,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,0.5,-0.3
478,-1859860008,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1,-0.55
415,-1859703047,0.1,0.1,0.5,0.1,6,0.4,0.7,0.4,0.1,1.5,-0.61
437,-1859737562,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,0.5,-0.9
480,-1859834400,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,2,-0.76
482,-1859838621,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1,-0.54
483,-1859836860,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,1.5,-0.87
484,-1859844998,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,2,-0.93
421,-1859684371,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.04,0.5,-0.89
443,-1859722103,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.07,1.5,-0.6
486,-1859820862,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1,-0.75
488,-1859824601,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,2,-0.69
489,-1859823012,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,0.5,-0.53
490,-1859831475,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1,-0.72
427,-1859669043,0.1,0.1,0.5,0.1,6,0.4,0.7,0.7,0.07,1.5,-0.88
449,-1859706924,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,0.5,-0.92
492,-1859808458,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,2,-0.91
494,-1859812952,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1,-0.42
495,-1859811419,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,1.5,-0.65
496,-1859818013,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,2,-0.64
433,-1859653888,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.01,0.5,-0.9
455,-1859689081,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.04,1.5,-0.73
498,-1859795475,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1,-0.94
500,-1859799913,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,2,-0.69
501,-1859798423,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,0.5,-0.4
502,-1859804256,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1,-0.7
439,-1859632493,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.04,1.5,-0.52
461,-1859672458,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,0.5,-0.54
504,-1859782914,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,2,-0.71
506,-1859787463,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1,-0.96
507,-1859784871,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,1.5,-0.93
508,-1859791501,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,2,-0.69
445,-1859614467,0.1,0.1,0.5,0.1,6,0.4,0.7,1,0.1,0.5,-0.83
467,-1859657003,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.01,1.5,-0.68
510,-1859770099,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1,-0.68
512,-1859775750,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,2,-0.69
513,-1859772465,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,0.5,-0.96
514,-1859778503,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1,-0.94
451,-1859598148,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.01,1.5,-0.91
473,-1859638161,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,0.5,-0.88
516,-1859756763,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,2,-0.92
518,-1859762014,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1,-0.97
519,-1859758771,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,1.5,-0.83
520,-1859766664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,2,-0.98
457,-1859581473,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.07,0.5,-0.44
479,-1859623402,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.1,1.5,-0.9
522,-1859743748,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1,-0.87
524,-1859748385,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,2,-0.85
525,-1859745638,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,0.5,-0.93
526,-1859753019,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1,-0.98
463,-1859566498,0.1,0.1,0.5,0.1,6,0.4,1,0.1,0.1,1.5,-0.91
485,-1859606507,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,0.5,-0.25
528,-1859730262,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,2,-0.97
530,-1859733962,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1,-0.91
531,-1859733109,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,1.5,-0.86
532,-1859740305,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,2,-0.96
469,-1859550009,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.04,0.5,-0.41
491,-1859590577,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.07,1.5,-0.57
534,-1859717344,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1,-0.98
536,-1859721301,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,2,-0.91
537,-1859719185,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,0.5,-0.99
538,-1859727664,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1,-0.96
475,-1859534693,0.1,0.1,0.5,0.1,6,0.4,1,0.4,0.07,1.5,-0.73
497,-1859575527,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,0.5,-0.91
540,-1859703229,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,2,-0.87
542,-1859708152,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1,-0.98
543,-1859706359,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,1.5,-0.96
544,-1859715794,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,2,-0.93
481,-1859517808,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.01,0.5,-0.82
503,-1859560578,0.1,0.1,0.5,0.1,6,0.4,1,1,0.04,1.5,-0.69
546,-1859687585,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1,-0.87
548,-1859693446,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,2,-0.78
549,-1859692279,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,0.5,-0.78
550,-1859702599,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1,-0.9
487,-1859500103,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.04,1.5,-0.59
509,-1859544003,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,0.5,-0.74
552,-1859674248,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,2,-0.8
554,-1859679670,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1,-0.92
555,-1859679863,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,1.5,-0.94
556,-1859686981,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,2,-0.92
493,-1859481648,0.1,0.1,0.5,0.1,6,0.4,1,0.7,0.1,0.5,-0.49
515,-1859526608,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.01,1.5,-0.98
558,-1859660899,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1,-0.87
560,-1859668436,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,2,-0.95
561,-1859666796,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,0.5,-0.95
562,-1859674102,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1,-0.82
499,-1859465168,0.1,0.1,0.5,0.1,6,0.4,1,1,0.01,1.5,-0.61
521,-1859511206,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,0.5,-0.94
564,-1859646270,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,2,-0.81
566,-1859655685,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1,-0.94
567,-1859654037,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,1.5,-0.97
568,-1859660697,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,2,-0.94
505,-1859449375,0.1,0.1,0.5,0.1,6,0.4,1,1,0.07,0.5,-0.93
527,-1859494727,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.1,1.5,-0.98
570,-1859632470,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1,-0.98
