run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,VacanRatio.UnempRate
572,-1859641749,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,2,-0.85
573,-1859640627,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,0.5,-0.98
574,-1859645802,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1,-0.97
511,-1859431593,0.1,0.1,0.5,0.1,6,0.4,1,1,0.1,1.5,-0.9
533,-1859477043,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,0.5,-0.78
576,-1859618315,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,2,-0.97
578,-1859630146,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1,-0.95
579,-1859626791,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,1.5,-0.56
580,-1859630319,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,2,-0.92
517,-1859415584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.04,0.5,-0.98
539,-1859461078,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.07,1.5,-0.95
582,-1859603823,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1,-0.53
584,-1859617959,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,2,-0.61
585,-1859614614,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,0.5,-0.92
586,-1859617657,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1,-0.95
523,-1859400367,0.1,0.1,0.5,0.1,6,0.7,0.1,0.1,0.07,1.5,-0.97
545,-1859445094,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,0.5,-0.97
588,-1859592174,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,2,-0.88
590,-1859604419,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1,-0.96
591,-1859600119,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1.5,-0.83
592,-1859605611,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,2,-0.59
529,-1859382669,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,0.5,-0.98
551,-1859432290,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1.5,-0.93
594,-1859579253,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1,-0.88
596,-1859593079,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,2,-0.81
597,-1859587793,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,0.5,-0.87
598,-1859591953,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1,-0.73
535,-1859366470,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1.5,-0.87
557,-1859416944,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,0.5,-0.84
600,-1859565218,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,2,-0.76
602,-1859579865,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1,-0.62
603,-1859574796,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1.5,-0.98
604,-1859579483,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,2,-0.96
541,-1859349674,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,0.5,-0.99
563,-1859399672,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1.5,-0.92
606,-1859550843,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1,-0.76
608,-1859565983,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,2,-0.98
609,-1859562076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,0.5,-0.75
610,-1859565850,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1,-0.91
547,-1859333584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1.5,-0.99
569,-1859386036,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,0.5,-0.93
612,-1859537866,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,2,-0.9
614,-1859553993,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1,-0.96
615,-1859550076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1.5,-0.55
616,-1859551255,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,2,-0.73
553,-1859317484,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,0.5,-0.85
575,-1859368463,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1.5,-0.9
618,-1859524124,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1,-0.65
620,-1859540356,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,2,-0.67
621,-1859538091,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,0.5,-0.42
622,-1859538061,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1,-0.65
559,-1859301414,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1.5,-0.74
581,-1859351302,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,0.5,-0.71
624,-1859512553,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,2,-0.69
626,-1859529055,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1,-0.94
627,-1859524026,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1.5,-0.75
628,-1859524689,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,2,-0.88
565,-1859282684,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,0.5,-0.98
587,-1859338019,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1.5,-0.62
630,-1859500998,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1,-0.63
632,-1859515079,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,2,-0.88
633,-1859510269,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,0.5,-0.53
634,-1859511282,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1,-0.73
571,-1859262234,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1.5,-0.97
593,-1859325852,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,0.5,-0.93
636,-1859486562,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,2,-0.75
638,-1859503004,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1,-0.93
639,-1859497505,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1.5,-0.78
640,-1859498593,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,2,-0.78
577,-1859246345,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,0.5,-0.81
599,-1859309077,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1.5,-0.74
642,-1859472579,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1,-0.88
644,-1859488120,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,2,-0.72
645,-1859482988,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,0.5,-0.73
646,-1859484611,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1,-0.77
583,-1859228518,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1.5,-0.82
605,-1859295713,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,0.5,-0.96
648,-1859458966,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,2,-0.85
650,-1859475143,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1,-0.67
651,-1859471019,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1.5,-0.81
652,-1859471392,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,2,-0.77
589,-1859211948,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,0.5,-0.62
611,-1859281954,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1.5,-0.79
654,-1859445617,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1,-0.57
656,-1859460487,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,2,-0.78
657,-1859457224,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,0.5,-0.88
658,-1859457025,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1,-0.76
595,-1859195489,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1.5,-0.74
617,-1859265851,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,0.5,-0.56
660,-1859434127,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,2,-0.98
662,-1859446398,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1,-0.63
663,-1859443542,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1.5,-0.78
664,-1859447551,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,2,-0.76
601,-1859179834,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,0.5,-0.57
623,-1859247944,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1.5,-0.9
666,-1859422338,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1,-0.66
668,-1859432445,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,2,-0.68
669,-1859430478,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,0.5,-0.48
670,-1859434657,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1,-0.91
607,-1859163151,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1.5,-0.8
629,-1859231607,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,0.5,-0.64
672,-1859408769,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,2,-0.88
674,-1859419370,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1,-0.73
675,-1859418712,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1.5,-0.9
676,-1859420297,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,2,-0.75
613,-1859146034,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,0.5,-0.88
635,-1859213793,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1.5,-0.97
678,-1859395909,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1,-0.77
680,-1859406515,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,2,-0.77
681,-1859406418,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,0.5,-0.93
682,-1859408979,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1,-0.57
619,-1859128416,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1.5,-0.84
641,-1859196397,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,0.5,-0.62
684,-1859380698,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,2,-0.67
686,-1859394354,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1,-0.67
687,-1859391304,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1.5,-0.58
688,-1859397073,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,2,-0.73
625,-1859112579,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,0.5,-0.92
647,-1859181987,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1.5,-0.78
690,-1859367065,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1,-0.7
692,-1859382257,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,2,-0.73
693,-1859378837,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,0.5,-0.96
694,-1859383532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1,-0.8
631,-1859096836,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1.5,-0.71
653,-1859167924,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,0.5,-0.52
696,-1859355826,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,2,-0.74
698,-1859371181,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1,-0.98
699,-1859367073,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1.5,-0.73
700,-1859369996,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,2,-0.79
637,-1859080005,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,0.5,-0.65
659,-1859154824,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1.5,-0.88
702,-1859342357,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1,-0.77
704,-1859356492,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,2,-0.59
705,-1859355009,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,0.5,-0.89
706,-1859356774,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1,-0.89
643,-1859062492,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1.5,-0.98
665,-1859141277,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,0.5,-0.59
708,-1859328027,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,2,-0.73
710,-1859343641,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1,-0.74
711,-1859342418,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1.5,-0.85
712,-1859342836,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,2,-0.7
649,-1859045098,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,0.5,-0.95
671,-1859125757,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1.5,-0.6
714,-1859315606,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1,-0.55
716,-1859329372,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,2,-0.73
717,-1859328166,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,0.5,-0.95
718,-1859329396,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1,-0.48
655,-1859027568,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1.5,-0.51
677,-1859110232,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,0.5,-0.91
720,-1859302705,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,2,-0.7
722,-1859314854,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1,-0.82
723,-1859315525,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1.5,-0.84
724,-1859316845,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,2,-0.77
661,-1859012684,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,0.5,-0.67
683,-1859095254,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1.5,-0.62
726,-1859290298,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1,-0.75
728,-1859302250,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,2,-0.9
729,-1859303931,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,0.5,-0.42
730,-1859303457,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1,-0.93
667,-1858995269,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1.5,-0.97
689,-1859078842,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,0.5,-0.61
732,-1859276142,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,2,-0.67
734,-1859289925,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1,-0.56
735,-1859290416,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1.5,-0.64
736,-1859290403,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,2,-0.4
673,-1858978386,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,0.5,-0.86
695,-1859065204,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1.5,-0.9
738,-1859262392,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1,-0.88
740,-1859276068,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,2,-0.86
741,-1859277017,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,0.5,-0.66
742,-1859279224,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1,-0.64
679,-1858961686,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1.5,-0.86
701,-1859050744,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,0.5,-0.57
744,-1859251023,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,2,-0.64
746,-1859260236,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1,-0.49
747,-1859262848,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1.5,-0.51
748,-1859263718,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,2,-0.57
685,-1858944607,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,0.5,-0.81
707,-1859035163,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1.5,-0.75
750,-1859239216,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1,-0.68
752,-1859246762,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,2,-0.71
753,-1859250212,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,0.5,-0.88
754,-1859251071,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1,-0.68
691,-1858927335,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1.5,-0.68
713,-1859019137,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,0.5,-0.51
756,-1859227651,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,2,-0.96
758,-1859234389,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1,-0.89
759,-1859238909,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1.5,-0.75
760,-1859235614,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,2,-0.53
697,-1858911532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,0.5,-0.7
719,-1859004292,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1.5,-0.65
762,-1859213487,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1,-0.69
764,-1859221581,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,2,-0.63
765,-1859227416,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,0.5,-0.53
766,-1859222895,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1,-0.59
703,-1858894630,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1.5,-0.61
725,-1858988537,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,0.5,-0.6
768,-1859201671,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,2,-0.91
770,-1859209762,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1,-0.85
771,-1859214173,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1.5,-0.77
772,-1859209213,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,2,-0.92
709,-1858878611,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,0.5,-0.72
731,-1858972376,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1.5,-0.57
774,-1859189543,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1,-0.97
776,-1859197734,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,2,-0.84
777,-1859200541,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,0.5,-0.94
778,-1859194931,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1,-0.85
715,-1858860930,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1.5,-0.75
737,-1858956182,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,0.5,-0.96
780,-1859176685,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,2,-0.84
782,-1859185458,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1,-0.97
783,-1859186445,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1.5,-0.97
784,-1859183171,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,2,-0.92
721,-1858843608,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,0.5,-0.47
743,-1858941540,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1.5,-0.71
786,-1859162448,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1,-0.83
788,-1859172064,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,2,-0.98
789,-1859172149,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,0.5,-0.95
790,-1859164960,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1,-0.96
727,-1858827218,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1.5,-0.77
749,-1858924094,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,0.5,-0.55
792,-1859147239,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,2,-0.93
794,-1859156903,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1,-0.78
795,-1859157069,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1.5,-0.98
796,-1859152915,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,2,-0.98
733,-1858810070,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,0.5,-0.71
755,-1858908845,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1.5,-0.86
798,-1859133964,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,1,-0.69
800,-1859145121,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,2,-0.93
801,-1859143827,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,0.5,-0.92
802,-1859140832,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1,-0.98
739,-1858791583,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1.5,-0.53
761,-1858892960,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,0.5,-0.52
804,-1859122768,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,2,-0.84
806,-1859130821,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1,-0.98
807,-1859130225,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1.5,-0.82
808,-1859128763,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,2,-0.86
745,-1858776658,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,0.5,-0.54
767,-1858878294,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1.5,-0.77
810,-1859111016,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,1,-0.93
812,-1859115760,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,2,-0.97
813,-1859116006,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,0.5,-0.91
814,-1859114928,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,1,-0.87
751,-1858759612,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1.5,-0.7
773,-1858863786,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,0.5,-0.78
816,-1859097497,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,2,-0.89
818,-1859101689,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1,-0.93
819,-1859101782,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1.5,-0.96
820,-1859102801,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,2,-0.98
757,-1858739693,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,0.5,-0.7
779,-1858851137,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1.5,-0.84
822,-1859084146,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,1,-0.96
824,-1859088921,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,2,-0.85
825,-1859089197,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,0.5,-0.91
826,-1859089135,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,1,-0.94
763,-1858723749,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1.5,-0.54
785,-1858832978,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,0.5,-0.71
828,-1859070706,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,2,-0.95
830,-1859076662,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1,-0.83
831,-1859077809,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1.5,-0.93
832,-1859077617,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,2,-0.98
769,-1858705212,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,0.5,-0.85
791,-1858818196,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1.5,-0.95
834,-1859058093,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,1,-0.69
836,-1859062467,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,2,-0.95
837,-1859064227,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,0.5,-0.96
838,-1859064429,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,1,-0.79
775,-1858687206,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1.5,-0.96
797,-1858800002,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,0.5,-0.63
840,-1859045398,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,2,-0.95
842,-1859049403,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1,-0.82
843,-1859049774,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1.5,-0.92
844,-1859050554,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,2,-0.66
781,-1858668302,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,0.5,-0.96
803,-1858783522,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1.5,-0.98
846,-1859033644,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,1,-0.65
848,-1859037448,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,2,-0.97
849,-1859036730,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,0.5,-0.61
850,-1859040852,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,1,-0.9
787,-1858648925,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1.5,-0.9
809,-1858765998,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,0.5,-0.86
852,-1859020984,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,2,-0.81
854,-1859024086,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1,-0.76
855,-1859021839,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1.5,-0.83
856,-1859028060,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,2,-0.79
793,-1858632463,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,0.5,-0.95
